country,region,year,sector,population,gdp_billion_usd,co2_emissions_million_tons,scenario
Malaysia,Asia,2012,Transport,1598082424.0,5435002.891554095,1556.46,High_Growth
Thailand,Asia,2014,Agriculture,42700855.0,7951714.14,121.78,Baseline
United States,North America,2013,Residential,1362357619.0,357450.0791160036,554.75,Renewable_Transition
UAE,Asia,2017,Industry,,5908736.931589178,1759.0,Renewable_Transition
Thailand,Asia,2007,Residential,38681241.0,3859565.0643325173,,Renewable_Transition
South Africa,Africa,2014,Industry,592686684.0,1388003.4104539626,2489.45,High_Growth
Saudi Arabia,Middle East,2022,Transport,1780991595.0,10211335.754951637,205.32,Renewable_Transition
Nigeria,Africa,1996,Energy,1309123259.0,1798503.3713272407,195.43,Policy_Reduction
INDIA,Asia,1998,Residential,1432011681.0,,1052.9,Policy_Reduction
Iran,Asia,2006,Residential,869337058.0,845412.94,170.64,Baseline
Saudi Arabia,Middle East,2014,Transport,1465267129.0,6865516.399232205,422.21,High_Growth
Spain,Europe,2022,Residential,,2910190.3223325224,3511.48,High_Growth
Saudi Arabia,Middle East,2023,Industry,1469704274.0,4976806.377170182,315.7,High_Growth
Saudi Arabia,Middle East,1995,Transport,1229984734.0,2196491.0,226.33,Baseline
South Korea,Asia,2008,Transport,,3417198.205428996,,High_Growth
ITALY,Europe,1997,Industry,910974186.0,1167728.0259771917,2863.09,Policy_Reduction
China,Asia,2009,Transport,207701870.0,4029634.3762897067,536.91,Renewable_Transition
Mexico,North America,2002,Residential,245595949.0,197672.06,291.91,Baseline
Germany,Europe,1999,Energy,252991355.0,2600742.51,5566.44,Baseline
Russia,Europe,1998,Industry,1299352849.0,1700721.7380400389,1095.96,Renewable_Transition
Thailand,Asia,2000,Industry,35665581.0,3653096.95,519.7,Baseline
Turkey,Middle East,2007,Transport,310759818.0,914387.1621312555,2781.17,Renewable_Transition
Russia,Europe,2014,Residential,1733106866.0,2154538.24,487.47,Baseline
CHINA,Asia,1996,Residential,171766188.0,1920180.7,346.48,Baseline
India,Asia,2014,Energy,1834984780.0,3423170.177290256,4207.35,Policy_Reduction
South Korea,Asia,1995,Industry,1174372616.0,1767799.9252970542,,High_Growth
Italy,Europe,2002,Agriculture,1003366596.0,1271692.7759863525,1163.88,Policy_Reduction
Indonesia,Asia,2020,Transport,645408766.0,3071694.211544609,1301.34,Policy_Reduction
Saudi Arabia,Middle East,2019,Energy,1976306163.0,5102170.888487735,876.96,Renewable_Transition
Brazil,South America,2009,Energy,498550466.0,3076849.9100120883,8000.88,Policy_Reduction
United Kingdom,Europe,1999,Industry,73480874.0,1161152.8707618085,2059.85,Renewable_Transition
Argentina,South America,2013,Residential,631213171.0,6122140.319835555,514.44,High_Growth
Brazil,South America,2014,Agriculture,562574131.0,5833422.570897491,708.14,Policy_Reduction
Japan,Asia,2006,Industry,451785385.0,3143704.36,3541.38,Baseline
United States,North America,1995,Residential,1237077737.0,236671.0,740.29,Baseline
South Africa,Africa,2013,Transport,,1571230.4525456224,670.57,Policy_Reduction
Egypt,Africa,2017,Energy,1458459313.0,7663401.710261561,1338.6,High_Growth
South Korea,Asia,2015,Transport,1578043530.0,2845540.888888016,1206.23,Renewable_Transition
Saudi Arabia,Middle East,2024,Industry,1630121734.0,9659838.563687079,291.91,Policy_Reduction
Turkey,Middle East,2020,Agriculture,370664182.0,2531821.7705868487,2501.82,High_Growth
Russia,Europe,2001,Energy,1274245146.0,1919135.3601815293,2051.18,Renewable_Transition
Thailand,Asia,2013,Agriculture,42883703.0,4213606.293186213,180.84,Renewable_Transition
THAILAND,Asia,2008,Agriculture,37763519.0,4896143.61,,Baseline
Argentina,South America,2024,Energy,852043443.0,,,Policy_Reduction
UAE,Asia,2014,Residential,1062079852.0,2871913.3717158474,2302.12,High_Growth
South Korea,Asia,2006,Industry,1288994915.0,,811.82,Renewable_Transition
Vietnam,Asia,1996,Industry,278670923.0,682608.2992081526,1723.31,Policy_Reduction
Pakistan,Asia,2020,Industry,2133945346.0,5776056.240356594,,High_Growth
Pakistan,Asia,2009,Energy,1560162610.0,2841584.24,,Baseline
Thailand,Asia,2004,Industry,39918077.0,4074648.4627809795,366.41,Policy_Reduction
United Kingdom,Europe,2010,Residential,91047845.0,,1851.47,High_Growth
China,Asia,2003,Energy,188640352.0,,2333.17,High_Growth
Japan,Asia,2010,Industry,437330769.0,3365386.6,4647.54,Baseline
Bangladesh,Asia,2009,Energy,1556659677.0,329384.67,5152.41,Baseline
Italy,Europe,2015,Agriculture,1150325002.0,1948644.9883666672,1250.16,Renewable_Transition
Egypt,Africa,2017,Agriculture,1458459313.0,6819007.12,302.74,Baseline
Iran,Asia,2001,Residential,896353062.0,554789.5685524627,198.17,Renewable_Transition
Russia,Europe,2013,Residential,1474389018.0,2511796.071476488,1037.06,High_Growth
ARGENTINA,South America,2017,Industry,715942099.0,7158550.291618731,,High_Growth
Indonesia,Asia,1996,Agriculture,508389439.0,1360539.7688030743,,Renewable_Transition
Saudi Arabia,Middle East,2016,Industry,1450452746.0,4168561.860967961,400.01,High_Growth
Spain,Europe,1998,Agriculture,557304157.0,,,Renewable_Transition
Egypt,Africa,1997,Energy,,2622274.823277627,590.04,Renewable_Transition
Germany,Europe,2011,Agriculture,,3573081.542526429,535.74,Renewable_Transition
Turkey,Middle East,1998,Agriculture,275743768.0,,,Baseline
Nigeria,Africa,1996,Agriculture,1309123259.0,1804630.832851087,28.01,Renewable_Transition
Philippines,Asia,2013,Energy,157008287.0,6456959.436418434,7695.35,High_Growth
China,Asia,2007,Industry,192222647.0,3453838.08,879.91,Baseline
Mexico,North America,2003,Energy,,172161.82101242893,1117.08,Renewable_Transition
United Kingdom,Europe,2018,Transport,83528028.0,,3528.99,Policy_Reduction
UAE,Asia,2007,Transport,871166900.0,2938624.3390836306,2117.92,Renewable_Transition
Spain,Europe,2009,Energy,606482605.0,3185624.02,5610.59,Baseline
Pakistan,Asia,2024,Industry,1831816762.0,8603602.575682065,1397.13,Renewable_Transition
Italy,Europe,2018,Transport,1325174192.0,3395992.1589030465,4373.83,High_Growth
South Korea,Asia,1995,Residential,1174372616.0,1714586.3029257893,586.61,High_Growth
Bangladesh,Asia,2009,Industry,1556659677.0,347397.1335429235,3556.92,High_Growth
Vietnam,Asia,2011,Agriculture,,1621344.600382833,917.08,High_Growth
Egypt,Africa,1999,Agriculture,1092655347.0,2965165.2923898473,99.47,Policy_Reduction
UAE,Asia,2018,Energy,892746899.0,6288526.809178232,9505.33,Policy_Reduction
Pakistan,Asia,2000,Transport,1472087447.0,2346294.67,823.17,Baseline
South Korea,Asia,2019,Residential,,3367066.9851154946,1595.88,High_Growth
Mexico,North America,2020,Agriculture,315978054.0,376682.5788625153,513.37,Policy_Reduction
Canada,North America,2022,Transport,883065610.0,2582480.6936796103,,Renewable_Transition
Vietnam,Asia,2018,Residential,419700916.0,1628353.9256115141,792.38,High_Growth
Malaysia,Asia,1999,Energy,1483048087.0,2357543.369804931,5276.76,High_Growth
Argentina,South America,2018,Industry,725658382.0,8320153.71,3311.21,Baseline
Argentina,South America,1996,Energy,575714988.0,2361603.531561658,,Renewable_Transition
Egypt,Africa,2019,Transport,1402229548.0,7232004.753802349,219.19,High_Growth
Japan,Asia,1995,Energy,403723379.0,2233814.726781499,4088.47,Renewable_Transition
SPAIN,Europe,1995,Transport,548309259.0,1483899.5485558107,,Policy_Reduction
Thailand,Asia,2023,Industry,39575185.0,13846753.446209041,1130.29,Policy_Reduction
Australia,Oceania,2005,Energy,684480665.0,309836.970240786,7949.9,High_Growth
Thailand,Asia,2008,Residential,37763519.0,,215.18,Baseline
Italy,Europe,2020,Agriculture,1122148796.0,3220023.71,,Baseline
Italy,Europe,2012,Transport,1215334727.0,1655809.51,4181.57,Baseline
United States,North America,2012,Residential,1622846954.0,410484.17,987.5,Baseline
Pakistan,Asia,2014,Transport,1502512241.0,3528767.0000559655,711.36,Policy_Reduction
Mexico,North America,2022,Energy,336620599.0,370549.3464220878,1182.59,High_Growth
Iran,Asia,2019,Residential,1182447183.0,,347.27,Baseline
CHINA,Asia,2012,Residential,185820984.0,3243803.63,280.26,Baseline
Australia,Oceania,2022,Agriculture,842985807.0,679001.305973016,423.2,Renewable_Transition
United Kingdom,Europe,2007,Agriculture,85531918.0,1518422.108542816,563.78,Policy_Reduction
Canada,North America,2011,Transport,921180219.0,1329345.3576430862,4723.13,High_Growth
United Kingdom,Europe,2015,Agriculture,99747177.0,1858313.545275383,595.58,Policy_Reduction
Mexico,North America,2017,Agriculture,314201656.0,539028.0395011252,221.33,High_Growth
France,Europe,1996,Energy,1238470456.0,677395.6521069288,3695.74,Policy_Reduction
South Africa,Africa,1995,Residential,423664551.0,604620.0,392.51,Baseline
Mexico,North America,1997,Industry,237486421.0,167137.4171134268,772.35,High_Growth
Indonesia,Asia,1998,Agriculture,528757561.0,1453013.8149924711,,Policy_Reduction
France,Europe,2001,Transport,1325408341.0,916088.1667853997,1626.8,Policy_Reduction
Vietnam,Asia,2008,Transport,313225022.0,1048099.46,1982.12,Baseline
Bangladesh,Asia,1995,Energy,1372934939.0,,3935.96,Policy_Reduction
Argentina,South America,2001,Residential,635267074.0,2438859.266067342,,Renewable_Transition
China,Asia,2020,Industry,195152657.0,3532346.9091112115,570.03,High_Growth
United States,North America,2012,Agriculture,1622846954.0,431807.0108699063,883.34,High_Growth
Saudi Arabia,Middle East,2014,Agriculture,1465267129.0,6689288.417200862,90.04,High_Growth
France,Europe,2020,Energy,1794271552.0,2789122.2593652825,10112.44,Policy_Reduction
South Korea,Asia,2005,Energy,1386497803.0,2273178.2375495154,2110.27,High_Growth
Egypt,Africa,2002,Agriculture,1066486860.0,2987973.089196257,101.22,Policy_Reduction
South Korea,Asia,2016,Industry,1417056994.0,4024244.45,1649.34,Baseline
Japan,Asia,2013,Transport,498048282.0,3483302.5433364324,1870.66,Policy_Reduction
Argentina,South America,1999,Agriculture,588068898.0,2833282.574211574,,Renewable_Transition
Turkey,Middle East,2013,Industry,313970698.0,1090984.9683396895,3298.48,Policy_Reduction
Australia,Oceania,2011,Energy,755229123.0,463057.0045082994,6627.52,High_Growth
United Kingdom,Europe,2015,Transport,99747177.0,1865899.025784439,2692.07,Policy_Reduction
Vietnam,Asia,2024,Industry,348887456.0,1799872.4707849722,3294.0,Renewable_Transition
Thailand,Asia,2010,Industry,44839424.0,6508115.358060033,,High_Growth
Nigeria,Africa,2009,Industry,,2507938.763743303,106.32,Renewable_Transition
BRAZIL,South America,2009,Industry,498550466.0,3071231.84,5951.37,Baseline
Germany,Europe,2024,Energy,315674142.0,6647778.616782777,10568.21,Policy_Reduction
Bangladesh,Asia,2004,Transport,,269057.57860541827,2347.04,Policy_Reduction
South Africa,Africa,2014,Agriculture,,1400914.9819027425,250.72,High_Growth
Saudi Arabia,Middle East,2010,Agriculture,1495364387.0,5258208.153804434,66.62,Policy_Reduction
Brazil,South America,2004,Agriculture,480459756.0,3690550.0503848474,889.98,Renewable_Transition
Italy,Europe,1995,Agriculture,885315788.0,1171643.1823174234,1189.27,High_Growth
Indonesia,Asia,2017,Transport,679561218.0,4049072.9874117794,2376.2,Renewable_Transition
Italy,Europe,2024,Agriculture,1269478044.0,,992.65,Policy_Reduction
China,Asia,1999,Transport,180499967.0,2062146.2215769687,397.51,Renewable_Transition
Canada,North America,2001,Transport,824882299.0,,2062.37,Baseline
Russia,Europe,2002,Transport,,,1218.82,High_Growth
South Africa,Africa,2018,Transport,485639851.0,1058282.1203798896,1006.88,Policy_Reduction
Philippines,Asia,2016,Industry,172879983.0,6823602.023062629,5165.98,High_Growth
France,Europe,2012,Industry,1651184186.0,1573130.37,2731.27,Baseline
South Africa,Africa,2012,Energy,535883788.0,926980.175953124,1946.68,Renewable_Transition
Thailand,Asia,1996,Energy,34542734.0,2897504.138974509,623.62,Policy_Reduction
Nigeria,Africa,2014,Agriculture,1629180135.0,2920644.27783594,95.87,High_Growth
Canada,North America,2014,Transport,1002554842.0,1355095.2958262959,3558.85,Policy_Reduction
Saudi Arabia,Middle East,2008,Transport,1375101844.0,4351508.4885427505,199.67,Renewable_Transition
India,Asia,2020,Residential,2258261528.0,5298323.502604327,1350.85,High_Growth
Spain,Europe,2002,Residential,627742963.0,1928367.8395652368,1001.05,Policy_Reduction
Japan,Asia,2009,Agriculture,442775427.0,3257309.471142619,963.72,Renewable_Transition
France,Europe,1997,Residential,1263173911.0,698370.7249445501,883.9,Policy_Reduction
United States,North America,2022,Transport,1890505235.0,1021430.2014846379,1171.7,Renewable_Transition
Spain,Europe,1998,Residential,,1751145.4,957.62,Baseline
Nigeria,Africa,1995,Energy,1299954978.0,1702579.7750148715,186.22,Policy_Reduction
GERMANY,Europe,2019,Agriculture,343549766.0,,528.67,Policy_Reduction
Saudi Arabia,Middle East,2016,Agriculture,1450452746.0,,226.33,Baseline
South Korea,Asia,2001,Industry,1242222012.0,1916597.079739675,1171.38,Policy_Reduction
Saudi Arabia,Middle East,2019,Industry,,,289.61,High_Growth
Malaysia,Asia,1999,Transport,1483048087.0,2163002.83,,Baseline
United States,North America,1995,Residential,1237077737.0,261310.81903423797,817.76,High_Growth
Nigeria,Africa,2001,Industry,1354675363.0,2226382.89850496,129.0,Policy_Reduction
Turkey,Middle East,2005,Transport,319475681.0,985934.3743975274,2068.54,Renewable_Transition
Mexico,North America,2015,Transport,319816860.0,354050.6931112867,,Policy_Reduction
France,Europe,2020,Residential,1794271552.0,2836678.206941993,2713.66,Policy_Reduction
Saudi Arabia,Middle East,1996,Agriculture,1242314764.0,2247714.7622061665,80.26,Policy_Reduction
India,Asia,1996,Agriculture,1410958165.0,1604359.0186292066,1004.24,High_Growth
Germany,Europe,2004,Agriculture,259595862.0,,697.73,Renewable_Transition
Russia,Europe,2000,Industry,1306848309.0,1759897.4839211726,1708.89,High_Growth
Germany,Europe,2004,Residential,259595862.0,3301097.8021377223,1347.24,High_Growth
Germany,Europe,2022,Industry,311335052.0,11247761.926478617,6369.29,High_Growth
India,Asia,2004,Energy,1631780357.0,1735525.88,6609.09,Baseline
United Kingdom,Europe,2009,Transport,87293244.0,1865837.34,,Baseline
Pakistan,Asia,2008,Transport,1733351334.0,,937.81,High_Growth
Malaysia,Asia,2006,Industry,1481452187.0,2847879.29,2542.76,Baseline
Philippines,Asia,1999,Industry,129761054.0,3082125.4468282694,3593.51,High_Growth
Italy,Europe,2011,Residential,,2358980.061285975,,Renewable_Transition
Japan,Asia,2018,Industry,588095359.0,,2383.05,Renewable_Transition
Mexico,North America,2024,Transport,299737913.0,406135.9897510632,,Policy_Reduction
Bangladesh,Asia,2019,Transport,1798009587.0,605317.7072292787,3309.86,Policy_Reduction
Philippines,Asia,2010,Residential,138183763.0,3840960.3,1484.07,Baseline
Turkey,Middle East,2004,Agriculture,308770965.0,,1119.72,Policy_Reduction
GERMANY,Europe,2018,Industry,271469414.0,4033077.243893574,5285.03,Policy_Reduction
France,Europe,2009,Industry,,1088748.5324597498,,High_Growth
Saudi Arabia,Middle East,2020,Agriculture,1886914191.0,7786961.507685452,229.82,Renewable_Transition
Pakistan,Asia,2021,Energy,2125031360.0,5319844.096844557,2040.6,Renewable_Transition
Pakistan,Asia,2002,Agriculture,1524593377.0,3095103.8177544437,363.19,High_Growth
Saudi Arabia,Middle East,2005,Agriculture,,,108.78,Policy_Reduction
South Korea,Asia,2007,Transport,1274475038.0,2857738.9222211703,954.59,Renewable_Transition
South Africa,Africa,2011,Agriculture,480262508.0,,551.33,High_Growth
Egypt,Africa,2014,Agriculture,1207289100.0,6002333.89,181.32,Baseline
Spain,Europe,2012,Energy,696110080.0,3647428.3906668522,3468.9,Renewable_Transition
CHINA,Asia,2003,Industry,188640352.0,2446780.653492713,,High_Growth
United Kingdom,Europe,2004,Energy,77027469.0,,5059.03,Renewable_Transition
MALAYSIA,Asia,1997,Residential,1432596763.0,1899184.8102924074,823.73,Renewable_Transition
Philippines,Asia,2023,Industry,149953115.0,13463769.475618046,9520.75,High_Growth
Saudi Arabia,Middle East,2006,Transport,1431267173.0,3265286.869479962,141.72,Renewable_Transition
Indonesia,Asia,2009,Industry,600291865.0,2317900.4296941264,4277.35,Renewable_Transition
Canada,North America,2005,Industry,872800069.0,1040711.04,2320.52,Baseline
United Kingdom,Europe,2012,Energy,77383993.0,,7676.57,Baseline
Spain,Europe,1996,Energy,557817211.0,1582006.091222656,3386.5,Policy_Reduction
Malaysia,Asia,1998,Energy,1425294599.0,2047736.6588275789,3536.68,Policy_Reduction
Nigeria,Africa,2004,Transport,1438433129.0,2687287.0513637955,73.1,Policy_Reduction
France,Europe,2018,Agriculture,1396339262.0,1812037.43,472.16,Baseline
United States,North America,2014,Residential,1609837141.0,589964.92497355,709.09,High_Growth
Brazil,South America,2016,Energy,535303586.0,6819805.603495228,,Renewable_Transition
Saudi Arabia,Middle East,2019,Residential,1976306163.0,5384276.924515667,166.98,Policy_Reduction
Saudi Arabia,Middle East,2021,Residential,1977944090.0,5652255.611897137,183.23,Renewable_Transition
Mexico,North America,2010,Residential,281183152.0,315980.94928244053,349.98,Renewable_Transition
Australia,Oceania,2008,Residential,669626154.0,269434.34865330067,979.99,Renewable_Transition
Saudi Arabia,Middle East,2002,Transport,1280406810.0,3040198.4088363615,218.5,Renewable_Transition
Saudi Arabia,Middle East,1999,Industry,1302309752.0,2910067.0415848857,294.36,Policy_Reduction
INDIA,Asia,2003,Agriculture,1471293750.0,2002581.6786593234,975.12,Policy_Reduction
Spain,Europe,2016,Industry,777182171.0,2539974.2132734256,,High_Growth
South Africa,Africa,2012,Residential,,1010124.6428065512,859.04,High_Growth
Malaysia,Asia,2013,Energy,1699084901.0,3811844.29,5445.08,Baseline
Nigeria,Africa,2019,Industry,1815319227.0,6715031.697306445,,High_Growth
Thailand,Asia,2011,Transport,40325103.0,6585277.5608582385,254.01,Renewable_Transition
Philippines,Asia,2002,Industry,135085966.0,3391536.65295979,2701.35,Policy_Reduction
Brazil,South America,2021,Agriculture,,7129168.9453358045,1174.82,Renewable_Transition
Argentina,South America,2008,Residential,676769130.0,4265726.137557914,919.71,High_Growth
Thailand,Asia,2013,Industry,42883703.0,,938.61,Baseline
China,Asia,1996,Agriculture,171766188.0,2025824.3089300154,288.08,High_Growth
Italy,Europe,2012,Residential,1215334727.0,1709976.5376418266,1797.46,Renewable_Transition
RUSSIA,Europe,2022,Transport,,6217338.843388885,3012.03,High_Growth
Vietnam,Asia,2000,Industry,302231839.0,745891.77,2137.25,Baseline
